SKU,Fecha,Demanda_Total,Precio_Prom_Venta,Num_Transacciones,Num_Feriados,Num_Dias_Pago,Num_Dias_Promocion,Precio_base,Rotacion_Cod,Target_Demanda_Futura,Demanda_Log
SKU-0003,2025-03-30,91.0,3.6,28,0,0,4,3.8,3,81.0,4.5217885770490405
SKU-0003,2025-04-13,81.0,3.5172413793103448,29,0,0,0,3.8,3,71.0,4.406719247264253
SKU-0003,2025-04-27,71.0,3.5,18,0,0,0,3.8,3,74.66666666666667,4.276666119016055
SKU-0003,2025-05-11,74.66666666666667,3.473529411764705,34,3,1,0,3.8,3,74.33333333333333,4.326337728813293
SKU-0003,2025-05-25,74.33333333333333,3.4,27,0,0,0,3.8,3,85.66666666666667,4.321922710604176
SKU-0003,2025-06-08,85.66666666666667,3.4,38,0,4,0,3.8,3,78.66666666666667,4.4620693423474185
SKU-0003,2025-06-22,78.66666666666667,3.322222222222222,27,2,0,0,3.8,3,87.33333333333333,4.377851263263401
SKU-0003,2025-07-06,87.33333333333333,3.3,33,0,5,10,3.8,3,94.66666666666667,4.481117537318112
SKU-0003,2025-07-20,94.66666666666667,3.3,46,0,1,11,3.8,3,98.33333333333333,4.560869927091511
SKU-0003,2025-08-03,98.33333333333333,3.2,33,1,3,0,3.8,3,91.33333333333333,4.598481197837295
SKU-0003,2025-08-17,91.33333333333333,3.2,31,0,0,3,3.8,3,81.33333333333333,4.5254052175192285
SKU-0003,2025-08-31,81.33333333333333,3.145454545454546,33,0,1,0,3.8,3,82.33333333333333,4.410776047959867
SKU-0003,2025-09-14,82.33333333333333,3.1,35,0,6,0,3.8,3,73.0,4.422848629194137
SKU-0003,2025-09-28,73.0,3.1,20,0,0,0,3.8,3,72.66666666666667,4.30406509320417
SKU-0003,2025-10-12,72.66666666666667,3.017857142857143,28,0,2,3,3.8,3,61.0,4.299550412849643
SKU-0003,2025-10-26,61.0,3.0,19,0,0,0,3.8,3,71.0,4.127134385045092
SKU-0003,2025-11-09,71.0,2.986111111111111,36,0,0,0,3.8,3,83.33333333333333,4.276666119016055
SKU-0003,2025-11-23,83.33333333333333,2.9,38,0,3,3,3.8,3,99.66666666666667,4.43477720005941
SKU-0003,2025-12-07,99.66666666666667,2.9,35,0,1,2,3.8,3,110.66666666666667,4.61181472870676
SKU-0004,2025-01-05,4.0,7.0,2,0,0,0,7.0,2,6.5,1.6094379124341003
SKU-0004,2025-01-19,6.5,7.0,3,0,0,0,7.0,2,8.666666666666666,2.0149030205422647
SKU-0004,2025-02-02,8.666666666666666,7.1,5,0,0,0,7.0,2,12.666666666666666,2.268683541318364
SKU-0004,2025-02-16,12.666666666666666,7.1,7,0,0,1,7.0,2,10.666666666666666,2.614959778036198
SKU-0004,2025-03-02,10.666666666666666,7.2,1,0,1,0,7.0,2,9.666666666666666,2.456735772821304
SKU-0004,2025-03-16,9.666666666666666,7.2,5,0,0,0,7.0,2,5.666666666666667,2.367123614131617
SKU-0004,2025-03-30,5.666666666666667,7.2,1,0,0,0,7.0,2,10.333333333333334,1.8971199848858813
SKU-0004,2025-04-13,10.333333333333334,7.3,5,0,0,0,7.0,2,9.0,2.4277482359480516
SKU-0004,2025-04-27,9.0,7.3,4,0,0,0,7.0,2,10.333333333333334,2.302585092994046
SKU-0004,2025-05-11,10.333333333333334,7.325,4,0,0,0,7.0,2,5.666666666666667,2.4277482359480516
SKU-0004,2025-05-25,5.666666666666667,7.4,2,0,0,0,7.0,2,8.666666666666666,1.8971199848858813
SKU-0004,2025-06-08,8.666666666666666,7.4,4,0,0,0,7.0,2,11.666666666666666,2.268683541318364
SKU-0004,2025-06-22,11.666666666666666,7.471428571428571,7,2,0,0,7.0,2,17.0,2.538973871058276
SKU-0004,2025-07-06,17.0,7.5,9,0,2,4,7.0,2,17.0,2.8903717578961645
SKU-0004,2025-07-20,17.0,7.5,5,0,0,0,7.0,2,15.666666666666666,2.8903717578961645
SKU-0004,2025-08-03,15.666666666666666,7.6,4,1,2,0,7.0,2,13.333333333333334,2.8134107167600364
SKU-0004,2025-08-17,13.333333333333334,7.6,5,0,0,0,7.0,2,12.0,2.662587827025453
SKU-0004,2025-08-31,12.0,7.62,5,0,0,0,7.0,2,11.666666666666666,2.5649493574615367
SKU-0004,2025-09-14,11.666666666666666,7.7,5,0,0,0,7.0,2,11.666666666666666,2.538973871058276
SKU-0004,2025-09-28,11.666666666666666,7.7,5,0,0,0,7.0,2,15.333333333333334,2.538973871058276
SKU-0004,2025-10-12,15.333333333333334,7.757142857142857,7,0,0,1,7.0,2,18.333333333333332,2.793208009442517
SKU-0004,2025-10-26,18.333333333333332,7.8,6,0,0,0,7.0,2,18.333333333333332,2.9618307218783095
SKU-0004,2025-11-09,18.333333333333332,7.8,3,0,0,0,7.0,2,14.666666666666666,2.9618307218783095
SKU-0004,2025-11-23,14.666666666666666,7.9,5,0,0,0,7.0,2,13.0,2.751535313041949
SKU-0004,2025-12-07,13.0,7.9,5,0,1,1,7.0,2,13.666666666666666,2.6390573296152584
SKU-0005,2025-01-05,5.0,5.0,2,0,0,0,5.0,2,9.0,1.791759469228055
SKU-0005,2025-01-19,9.0,5.0,5,0,0,0,5.0,2,6.666666666666667,2.302585092994046
SKU-0005,2025-02-02,6.666666666666667,5.0,2,0,0,0,5.0,2,7.0,2.03688192726104
SKU-0005,2025-02-16,7.0,5.0,5,0,0,0,5.0,2,6.666666666666667,2.0794415416798357
SKU-0005,2025-03-02,6.666666666666667,5.0,5,0,1,0,5.0,2,6.666666666666667,2.03688192726104
SKU-0005,2025-03-16,6.666666666666667,5.0,1,0,0,0,5.0,2,4.666666666666667,2.03688192726104
SKU-0005,2025-03-30,4.666666666666667,0.0,0,0,0,0,5.0,2,2.0,1.7346010553881064
SKU-0005,2025-04-13,2.0,5.0,1,0,0,0,5.0,2,1.6666666666666667,1.0986122886681098
SKU-0005,2025-04-27,1.6666666666666667,5.0,1,0,0,0,5.0,2,2.6666666666666665,0.9808292530117262
SKU-0005,2025-05-11,2.6666666666666665,5.0,2,0,0,0,5.0,2,1.6666666666666667,1.2992829841302609
SKU-0005,2025-05-25,1.6666666666666667,5.0,1,0,0,0,5.0,2,2.0,0.9808292530117262
SKU-0005,2025-06-08,2.0,5.0,1,0,0,0,5.0,2,3.0,1.0986122886681098
SKU-0005,2025-06-22,3.0,5.0,3,0,0,0,5.0,2,3.0,1.3862943611198906
SKU-0005,2025-07-06,3.0,5.0,1,0,1,0,5.0,2,5.666666666666667,1.3862943611198906
SKU-0005,2025-07-20,5.666666666666667,5.0,3,0,1,0,5.0,2,4.666666666666667,1.8971199848858813
SKU-0005,2025-08-03,4.666666666666667,5.0,1,0,0,0,5.0,2,6.0,1.7346010553881064
SKU-0005,2025-08-17,6.0,5.0,4,0,0,0,5.0,2,3.0,1.9459101490553132
SKU-0005,2025-08-31,3.0,5.0,1,0,0,0,5.0,2,4.333333333333333,1.3862943611198906
SKU-0005,2025-09-14,4.333333333333333,5.0,3,0,0,0,5.0,2,3.0,1.6739764335716716
SKU-0005,2025-09-28,3.0,5.0,1,0,0,0,5.0,2,6.0,1.3862943611198906
SKU-0005,2025-10-12,6.0,5.0,3,0,0,0,5.0,2,5.333333333333333,1.9459101490553132
SKU-0005,2025-10-26,5.333333333333333,5.0,2,0,0,0,5.0,2,6.0,1.8458266904983307
SKU-0005,2025-11-09,6.0,5.0,1,0,0,0,5.0,2,4.666666666666667,1.9459101490553132
SKU-0005,2025-11-23,4.666666666666667,5.0,4,0,1,0,5.0,2,4.666666666666667,1.7346010553881064
SKU-0005,2025-12-07,4.666666666666667,5.0,2,0,0,0,5.0,2,6.333333333333333,1.7346010553881064
SKU-0006,2025-01-19,8.0,5.0,2,0,0,0,5.0,2,5.0,2.1972245773362196
SKU-0006,2025-02-02,5.0,5.0,1,0,0,0,5.0,2,5.333333333333333,1.791759469228055
SKU-0006,2025-02-16,5.333333333333333,5.0,1,0,0,0,5.0,2,2.6666666666666665,1.8458266904983307
SKU-0006,2025-03-02,2.6666666666666665,0.0,0,0,0,0,5.0,2,4.0,1.2992829841302609
SKU-0006,2025-03-16,4.0,5.0,2,0,0,0,5.0,2,4.0,1.6094379124341003
SKU-0006,2025-03-30,4.0,5.0,2,0,0,0,5.0,2,4.666666666666667,1.6094379124341003
SKU-0006,2025-04-13,4.666666666666667,5.0,1,0,0,0,5.0,2,4.333333333333333,1.7346010553881064
SKU-0006,2025-04-27,4.333333333333333,5.0,2,0,0,0,5.0,2,2.6666666666666665,1.6739764335716716
SKU-0006,2025-05-11,2.6666666666666665,5.0,1,0,0,0,5.0,2,3.0,1.2992829841302609
SKU-0006,2025-05-25,3.0,5.0,1,0,0,0,5.0,2,3.6666666666666665,1.3862943611198906
SKU-0006,2025-06-08,3.6666666666666665,5.0,5,0,1,0,5.0,2,4.666666666666667,1.5404450409471488
SKU-0006,2025-06-22,4.666666666666667,5.0,2,0,0,0,5.0,2,7.666666666666667,1.7346010553881064
SKU-0006,2025-07-06,7.666666666666667,5.0,5,0,1,1,5.0,2,6.333333333333333,2.1594842493533726
SKU-0006,2025-07-20,6.333333333333333,5.0,2,0,0,0,5.0,2,7.0,1.992430164690206
SKU-0006,2025-08-03,7.0,5.0,4,0,0,0,5.0,2,4.333333333333333,2.0794415416798357
SKU-0006,2025-08-17,4.333333333333333,5.0,3,0,0,0,5.0,2,4.666666666666667,1.6739764335716716
SKU-0006,2025-08-31,4.666666666666667,5.0,2,0,0,0,5.0,2,3.6666666666666665,1.7346010553881064
SKU-0006,2025-09-14,3.6666666666666665,5.0,2,0,0,0,5.0,2,2.6666666666666665,1.5404450409471488
SKU-0006,2025-09-28,2.6666666666666665,5.0,1,0,0,0,5.0,2,1.6666666666666667,1.2992829841302609
SKU-0006,2025-10-12,1.6666666666666667,5.0,1,0,0,0,5.0,2,2.6666666666666665,0.9808292530117262
SKU-0006,2025-10-26,2.6666666666666665,5.0,3,0,0,0,5.0,2,5.0,1.2992829841302609
SKU-0006,2025-11-09,5.0,5.0,5,0,0,0,5.0,2,6.333333333333333,1.791759469228055
SKU-0006,2025-11-23,6.333333333333333,5.0,3,0,0,0,5.0,2,5.666666666666667,1.992430164690206
SKU-0006,2025-12-07,5.666666666666667,5.0,3,0,1,0,5.0,2,3.6666666666666665,1.8971199848858813
SKU-0007,2025-01-12,6.0,5.0,2,0,0,0,5.0,2,5.5,1.9459101490553132
SKU-0007,2025-01-26,5.5,5.0,2,0,0,0,5.0,2,4.0,1.8718021769015913
SKU-0007,2025-02-09,4.0,5.0,1,0,0,0,5.0,2,3.6666666666666665,1.6094379124341003
SKU-0007,2025-02-23,3.6666666666666665,5.0,2,0,0,0,5.0,2,2.3333333333333335,1.5404450409471488
SKU-0007,2025-03-09,2.3333333333333335,5.0,1,0,0,0,5.0,2,3.6666666666666665,1.2039728043259361
SKU-0007,2025-03-23,3.6666666666666665,5.0,3,0,0,0,5.0,2,3.6666666666666665,1.5404450409471488
SKU-0007,2025-04-06,3.6666666666666665,5.0,2,0,0,0,5.0,2,4.333333333333333,1.5404450409471488
SKU-0007,2025-04-20,4.333333333333333,5.0,1,0,0,0,5.0,2,5.0,1.6739764335716716
SKU-0007,2025-05-04,5.0,5.0,4,0,0,0,5.0,2,4.333333333333333,1.791759469228055
SKU-0007,2025-05-18,4.333333333333333,5.0,2,0,0,0,5.0,2,3.3333333333333335,1.6739764335716716
SKU-0007,2025-06-01,3.3333333333333335,0.0,0,0,0,0,5.0,2,1.6666666666666667,1.4663370687934272
SKU-0007,2025-06-15,1.6666666666666667,5.0,1,1,0,0,5.0,2,1.6666666666666667,0.9808292530117262
SKU-0007,2025-06-29,1.6666666666666667,5.0,1,0,0,0,5.0,2,3.0,0.9808292530117262
SKU-0007,2025-07-13,3.0,5.0,2,0,0,1,5.0,2,3.6666666666666665,1.3862943611198906
SKU-0007,2025-07-27,3.6666666666666665,5.0,2,0,1,0,5.0,2,3.3333333333333335,1.5404450409471488
SKU-0007,2025-08-10,3.3333333333333335,5.0,1,0,0,1,5.0,2,3.3333333333333335,1.4663370687934272
SKU-0007,2025-08-24,3.3333333333333335,5.0,3,0,0,0,5.0,2,3.0,1.4663370687934272
SKU-0007,2025-09-07,3.0,5.0,2,0,0,0,5.0,2,7.666666666666667,1.3862943611198906
SKU-0007,2025-09-21,7.666666666666667,5.0,5,0,1,0,5.0,2,9.333333333333334,2.1594842493533726
SKU-0007,2025-10-05,9.333333333333334,5.0,2,0,0,0,5.0,2,8.333333333333334,2.3353749158170367
SKU-0007,2025-10-19,8.333333333333334,0.0,0,0,0,0,5.0,2,3.3333333333333335,2.2335922215070942
SKU-0007,2025-11-02,3.3333333333333335,5.0,1,0,0,0,5.0,2,3.6666666666666665,1.4663370687934272
SKU-0007,2025-11-16,3.6666666666666665,5.0,5,0,0,1,5.0,2,3.6666666666666665,1.5404450409471488
SKU-0007,2025-11-30,3.6666666666666665,0.0,0,0,0,0,5.0,2,4.333333333333333,1.5404450409471488
SKU-0007,2025-12-14,4.333333333333333,5.0,1,0,0,1,5.0,2,4.0,1.6739764335716716
SKU-0008,2025-01-12,2.0,5.5,1,0,0,0,5.5,2,3.5,1.0986122886681098
SKU-0008,2025-01-26,3.5,5.5,3,0,0,0,5.5,2,3.6666666666666665,1.5040773967762742
SKU-0008,2025-02-09,3.6666666666666665,5.5,2,0,0,1,5.5,2,4.333333333333333,1.5404450409471488
SKU-0008,2025-02-23,4.333333333333333,5.5,2,0,0,0,5.5,2,5.666666666666667,1.6739764335716716
SKU-0008,2025-03-09,5.666666666666667,5.5,4,0,0,0,5.5,2,8.333333333333334,1.8971199848858813
SKU-0008,2025-03-23,8.333333333333334,5.5,4,0,0,0,5.5,2,7.0,2.2335922215070942
SKU-0008,2025-04-06,7.0,0.0,0,0,0,0,5.5,2,6.333333333333333,2.0794415416798357
SKU-0008,2025-04-20,6.333333333333333,5.5,2,0,0,1,5.5,2,3.6666666666666665,1.992430164690206
SKU-0008,2025-05-04,3.6666666666666665,5.5,3,0,0,0,5.5,2,7.0,1.5404450409471488
SKU-0008,2025-05-18,7.0,5.5,5,0,1,0,5.5,2,7.0,2.0794415416798357
SKU-0008,2025-06-01,7.0,5.5,3,0,0,0,5.5,2,7.0,2.0794415416798357
SKU-0008,2025-06-15,7.0,5.5,4,0,0,0,5.5,2,6.0,2.0794415416798357
SKU-0008,2025-06-29,6.0,5.5,3,0,1,0,5.5,2,4.0,1.9459101490553132
SKU-0008,2025-07-13,4.0,5.5,1,0,0,0,5.5,2,3.6666666666666665,1.6094379124341003
SKU-0008,2025-07-27,3.6666666666666665,5.5,3,0,0,0,5.5,2,2.0,1.5404450409471488
SKU-0008,2025-08-10,2.0,5.5,2,0,0,0,5.5,2,3.0,1.0986122886681098
SKU-0008,2025-08-24,3.0,5.5,2,0,0,0,5.5,2,3.3333333333333335,1.3862943611198906
SKU-0008,2025-09-07,3.3333333333333335,5.5,2,0,0,0,5.5,2,2.6666666666666665,1.4663370687934272
SKU-0008,2025-09-21,2.6666666666666665,0.0,0,0,0,0,5.5,2,3.0,1.2992829841302609
SKU-0008,2025-10-05,3.0,5.5,3,0,0,0,5.5,2,4.333333333333333,1.3862943611198906
SKU-0008,2025-10-19,4.333333333333333,5.5,4,0,0,0,5.5,2,6.333333333333333,1.6739764335716716
SKU-0008,2025-11-02,6.333333333333333,5.5,2,0,0,0,5.5,2,5.666666666666667,1.992430164690206
SKU-0008,2025-11-16,5.666666666666667,5.5,2,0,0,0,5.5,2,3.6666666666666665,1.8971199848858813
SKU-0008,2025-11-30,3.6666666666666665,5.5,2,0,0,0,5.5,2,3.3333333333333335,1.5404450409471488
SKU-0009,2025-01-05,7.0,3.3,2,0,0,0,3.3,3,8.0,2.0794415416798357
SKU-0009,2025-01-19,8.0,3.2999999999999994,3,0,0,0,3.3,3,10.0,2.1972245773362196
SKU-0009,2025-02-02,10.0,3.3,8,0,0,0,3.3,3,9.333333333333334,2.3978952727983707
SKU-0009,2025-02-16,9.333333333333334,3.2999999999999994,3,0,0,0,3.3,3,9.0,2.3353749158170367
SKU-0009,2025-03-02,9.0,3.3,4,0,1,0,3.3,3,6.0,2.302585092994046
SKU-0009,2025-03-16,6.0,3.2999999999999994,3,0,0,0,3.3,3,5.333333333333333,1.9459101490553132
SKU-0009,2025-03-30,5.333333333333333,3.3,2,0,0,0,3.3,3,4.333333333333333,1.8458266904983307
SKU-0009,2025-04-13,4.333333333333333,3.2999999999999994,3,0,0,0,3.3,3,7.0,1.6739764335716716
SKU-0009,2025-04-27,7.0,3.2999999999999994,6,0,0,0,3.3,3,8.666666666666666,2.0794415416798357
SKU-0009,2025-05-11,8.666666666666666,3.2999999999999994,3,0,0,0,3.3,3,7.666666666666667,2.268683541318364
SKU-0009,2025-05-25,7.666666666666667,3.3,1,0,0,0,3.3,3,4.333333333333333,2.1594842493533726
SKU-0009,2025-06-08,4.333333333333333,3.2999999999999994,3,0,0,0,3.3,3,3.6666666666666665,1.6739764335716716
SKU-0009,2025-06-22,3.6666666666666665,3.2999999999999994,3,0,0,0,3.3,3,5.666666666666667,1.5404450409471488
SKU-0009,2025-07-06,5.666666666666667,3.3600000000000003,5,0,0,3,3.3,3,8.666666666666666,1.8971199848858813
SKU-0009,2025-07-20,8.666666666666666,3.4,6,0,1,1,3.3,3,10.333333333333334,2.268683541318364
SKU-0009,2025-08-03,10.333333333333334,3.4,4,0,0,0,3.3,3,9.0,2.4277482359480516
SKU-0009,2025-08-17,9.0,3.4,3,0,0,3,3.3,3,8.333333333333334,2.302585092994046
SKU-0009,2025-08-31,8.333333333333334,3.4,5,0,0,0,3.3,3,6.666666666666667,2.2335922215070942
SKU-0009,2025-09-14,6.666666666666667,3.4,4,0,1,0,3.3,3,7.666666666666667,2.03688192726104
SKU-0009,2025-09-28,7.666666666666667,3.4,3,0,0,0,3.3,3,12.0,2.1594842493533726
SKU-0009,2025-10-12,12.0,3.4,9,0,0,0,3.3,3,14.0,2.5649493574615367
SKU-0009,2025-10-26,14.0,3.4,6,0,0,0,3.3,3,14.666666666666666,2.70805020110221
SKU-0009,2025-11-09,14.666666666666666,3.4,4,0,0,0,3.3,3,8.333333333333334,2.751535313041949
SKU-0009,2025-11-23,8.333333333333334,3.4,1,0,0,0,3.3,3,4.666666666666667,2.2335922215070942
SKU-0009,2025-12-07,4.666666666666667,3.4,1,0,0,0,3.3,3,6.0,1.7346010553881064
SKU-0010,2025-01-26,2.0,22.0,1,0,0,0,22.0,1,1.0,1.0986122886681098
SKU-0010,2025-02-09,1.0,0.0,0,0,0,0,22.0,1,0.6666666666666666,0.6931471805599453
SKU-0010,2025-02-23,0.6666666666666666,0.0,0,0,0,0,22.0,1,0.3333333333333333,0.5108256237659907
SKU-0010,2025-03-09,0.3333333333333333,22.0,1,0,0,0,22.0,1,0.3333333333333333,0.2876820724517809
SKU-0010,2025-03-23,0.3333333333333333,0.0,0,0,0,0,22.0,1,0.6666666666666666,0.2876820724517809
SKU-0010,2025-04-06,0.6666666666666666,22.0,1,0,0,0,22.0,1,1.0,0.5108256237659907
SKU-0010,2025-04-20,1.0,22.0,1,0,0,0,22.0,1,1.0,0.6931471805599453
SKU-0010,2025-05-04,1.0,0.0,0,0,0,0,22.0,1,0.6666666666666666,0.6931471805599453
SKU-0010,2025-05-18,0.6666666666666666,0.0,0,0,0,0,22.0,1,1.0,0.5108256237659907
SKU-0010,2025-06-01,1.0,22.0,2,0,0,0,22.0,1,1.6666666666666667,0.6931471805599453
SKU-0010,2025-06-15,1.6666666666666667,22.0,1,0,0,0,22.0,1,3.3333333333333335,0.9808292530117262
SKU-0010,2025-06-29,3.3333333333333335,22.0,2,0,1,0,22.0,1,2.3333333333333335,1.4663370687934272
SKU-0010,2025-07-13,2.3333333333333335,0.0,0,0,0,0,22.0,1,3.0,1.2039728043259361
SKU-0010,2025-07-27,3.0,22.0,2,0,1,0,22.0,1,2.3333333333333335,1.3862943611198906
SKU-0010,2025-08-10,2.3333333333333335,22.0,1,0,0,0,22.0,1,2.3333333333333335,1.2039728043259361
SKU-0010,2025-08-24,2.3333333333333335,0.0,0,0,0,0,22.0,1,1.6666666666666667,1.2039728043259361
SKU-0010,2025-09-07,1.6666666666666667,22.0,1,0,0,0,22.0,1,2.3333333333333335,0.9808292530117262
SKU-0010,2025-09-21,2.3333333333333335,22.0,1,0,0,0,22.0,1,2.3333333333333335,1.2039728043259361
SKU-0010,2025-10-05,2.3333333333333335,0.0,0,0,0,0,22.0,1,1.6666666666666667,1.2039728043259361
SKU-0010,2025-10-19,1.6666666666666667,0.0,0,0,0,0,22.0,1,0.0,0.9808292530117262
SKU-0010,2025-11-02,0.0,0.0,0,0,0,0,22.0,1,0.6666666666666666,0.0
SKU-0010,2025-11-16,0.6666666666666666,22.0,1,0,0,0,22.0,1,1.6666666666666667,0.5108256237659907
SKU-0010,2025-11-30,1.6666666666666667,22.0,2,0,0,0,22.0,1,1.6666666666666667,0.9808292530117262
SKU-0011,2025-01-05,2.0,18.0,1,0,0,0,18.0,1,5.5,1.0986122886681098
SKU-0011,2025-01-19,5.5,18.0,3,0,0,0,18.0,1,3.6666666666666665,1.8718021769015913
SKU-0011,2025-02-02,3.6666666666666665,0.0,0,0,0,0,18.0,1,3.0,1.5404450409471488
SKU-0011,2025-02-16,3.0,0.0,0,0,0,0,18.0,1,0.6666666666666666,1.3862943611198906
