SKU,Fecha,Demanda_Total,Precio_Prom_Venta,Num_Transacciones,Num_Feriados,Num_Dias_Pago,Precio_base,Rotacion_Cod,Target_Demanda_Futura
SKU-0003,2025-04-27,49,3.5,18,4,2,3.8,3,92.0
SKU-0003,2025-05-11,92,3.4735294117647055,34,2,7,3.8,3,82.0
SKU-0003,2025-05-25,82,3.4,27,0,7,3.8,3,83.0
SKU-0003,2025-06-08,83,3.4,38,4,13,3.8,3,71.0
SKU-0003,2025-06-22,71,3.322222222222222,27,0,9,3.8,3,108.0
SKU-0003,2025-07-06,108,3.3,33,3,5,3.8,3,105.0
SKU-0003,2025-07-20,105,3.3,46,0,8,3.8,3,82.0
SKU-0003,2025-08-03,82,3.2,33,5,9,3.8,3,87.0
SKU-0003,2025-08-17,87,3.2,31,4,8,3.8,3,75.0
SKU-0003,2025-08-31,75,3.145454545454546,33,6,9,3.8,3,85.0
SKU-0003,2025-09-14,85,3.1,35,0,7,3.8,3,59.0
SKU-0003,2025-09-28,59,3.1,20,0,1,3.8,3,74.0
SKU-0003,2025-10-12,74,3.017857142857143,28,2,5,3.8,3,50.0
SKU-0003,2025-10-26,50,3.0,19,0,9,3.8,3,89.0
SKU-0003,2025-11-09,89,2.986111111111111,36,2,12,3.8,3,111.0
SKU-0003,2025-11-23,111,2.9,38,0,6,3.8,3,99.0
SKU-0003,2025-12-07,99,2.9,35,0,5,3.8,3,122.0
SKU-0003,2025-12-21,122,2.838095238095238,42,7,9,3.8,3,91.0
SKU-0004,2025-01-05,4,7.0,2,0,1,7.0,2,9.0
SKU-0004,2025-01-19,9,7.0,3,0,0,7.0,2,13.0
SKU-0004,2025-02-02,13,7.1,5,0,1,7.0,2,16.0
SKU-0004,2025-02-16,16,7.1,7,0,2,7.0,2,3.0
SKU-0004,2025-03-02,3,7.2,1,0,1,7.0,2,10.0
SKU-0004,2025-03-16,10,7.2,5,0,0,7.0,2,4.0
SKU-0004,2025-03-30,4,7.2,1,0,0,7.0,2,17.0
SKU-0004,2025-04-13,17,7.3,5,0,0,7.0,2,6.0
SKU-0004,2025-04-27,6,7.3,4,2,2,7.0,2,8.0
SKU-0004,2025-05-11,8,7.325,4,1,1,7.0,2,3.0
SKU-0004,2025-05-25,3,7.4,2,0,0,7.0,2,15.0
SKU-0004,2025-06-08,15,7.4,4,0,1,7.0,2,17.0
SKU-0004,2025-06-22,17,7.471428571428571,7,0,3,7.0,2,19.0
SKU-0004,2025-07-06,19,7.5,9,2,0,7.0,2,15.0
SKU-0004,2025-07-20,15,7.5,5,0,3,7.0,2,13.0
SKU-0004,2025-08-03,13,7.6,4,1,1,7.0,2,12.0
SKU-0004,2025-08-17,12,7.6,5,0,4,7.0,2,11.0
SKU-0004,2025-08-31,11,7.62,5,0,1,7.0,2,12.0
SKU-0004,2025-09-14,12,7.7,5,0,1,7.0,2,12.0
SKU-0004,2025-09-28,12,7.7,5,0,1,7.0,2,22.0
SKU-0004,2025-10-12,22,7.757142857142857,7,0,1,7.0,2,21.0
SKU-0004,2025-10-26,21,7.8,6,0,1,7.0,2,12.0
SKU-0004,2025-11-09,12,7.8,3,0,0,7.0,2,11.0
SKU-0004,2025-11-23,11,7.9,5,0,1,7.0,2,16.0
SKU-0004,2025-12-07,16,7.9,5,0,1,7.0,2,14.0
SKU-0004,2025-12-21,14,7.959999999999999,5,2,1,7.0,2,4.0
SKU-0005,2025-01-05,5,5.0,2,1,1,5.0,2,13.0
SKU-0005,2025-01-19,13,5.0,5,0,0,5.0,2,2.0
SKU-0005,2025-02-02,2,5.0,2,0,1,5.0,2,6.0
SKU-0005,2025-02-16,6,5.0,5,0,1,5.0,2,12.0
SKU-0005,2025-03-02,12,5.0,5,0,1,5.0,2,2.0
SKU-0005,2025-03-16,2,5.0,1,0,0,5.0,2,0.0
SKU-0005,2025-03-30,0,0.0,0,0,0,5.0,2,4.0
SKU-0005,2025-04-13,4,5.0,1,0,1,5.0,2,1.0
SKU-0005,2025-04-27,1,5.0,1,0,0,5.0,2,3.0
SKU-0005,2025-05-11,3,5.0,2,0,0,5.0,2,1.0
SKU-0005,2025-05-25,1,5.0,1,0,1,5.0,2,2.0
SKU-0005,2025-06-08,2,5.0,1,0,0,5.0,2,6.0
SKU-0005,2025-06-22,6,5.0,3,0,0,5.0,2,1.0
SKU-0005,2025-07-06,1,5.0,1,0,1,5.0,2,10.0
SKU-0005,2025-07-20,10,5.0,3,0,1,5.0,2,3.0
SKU-0005,2025-08-03,3,5.0,1,0,0,5.0,2,5.0
SKU-0005,2025-08-17,5,5.0,4,1,0,5.0,2,1.0
SKU-0005,2025-08-31,1,5.0,1,0,0,5.0,2,7.0
SKU-0005,2025-09-14,7,5.0,3,0,0,5.0,2,1.0
SKU-0005,2025-09-28,1,5.0,1,0,0,5.0,2,10.0
SKU-0005,2025-10-12,10,5.0,3,0,0,5.0,2,5.0
SKU-0005,2025-10-26,5,5.0,2,0,1,5.0,2,3.0
SKU-0005,2025-11-09,3,5.0,1,0,0,5.0,2,6.0
SKU-0005,2025-11-23,6,5.0,4,0,1,5.0,2,5.0
SKU-0005,2025-12-07,5,5.0,2,0,0,5.0,2,8.0
SKU-0005,2025-12-21,8,5.0,5,2,0,5.0,2,3.0
SKU-0006,2025-01-19,8,5.0,2,0,0,5.0,2,2.0
SKU-0006,2025-02-02,2,5.0,1,0,0,5.0,2,6.0
SKU-0006,2025-02-16,6,5.0,1,0,0,5.0,2,0.0
SKU-0006,2025-03-02,0,0.0,0,0,0,5.0,2,6.0
SKU-0006,2025-03-16,6,5.0,2,0,0,5.0,2,6.0
SKU-0006,2025-03-30,6,5.0,2,0,1,5.0,2,2.0
SKU-0006,2025-04-13,2,5.0,1,0,0,5.0,2,5.0
SKU-0006,2025-04-27,5,5.0,2,1,1,5.0,2,1.0
SKU-0006,2025-05-11,1,5.0,1,0,0,5.0,2,3.0
SKU-0006,2025-05-25,3,5.0,1,0,1,5.0,2,7.0
SKU-0006,2025-06-08,7,5.0,5,0,2,5.0,2,4.0
SKU-0006,2025-06-22,4,5.0,2,0,0,5.0,2,12.0
SKU-0006,2025-07-06,12,5.0,5,1,1,5.0,2,3.0
SKU-0006,2025-07-20,3,5.0,2,0,0,5.0,2,6.0
SKU-0006,2025-08-03,6,5.0,4,2,0,5.0,2,4.0
SKU-0006,2025-08-17,4,5.0,3,1,2,5.0,2,4.0
SKU-0006,2025-08-31,4,5.0,2,0,1,5.0,2,3.0
SKU-0006,2025-09-14,3,5.0,2,0,0,5.0,2,1.0
SKU-0006,2025-09-28,1,5.0,1,0,0,5.0,2,1.0
SKU-0006,2025-10-12,1,5.0,1,0,0,5.0,2,6.0
SKU-0006,2025-10-26,6,5.0,3,0,1,5.0,2,8.0
SKU-0006,2025-11-09,8,5.0,5,0,2,5.0,2,5.0
SKU-0006,2025-11-23,5,5.0,3,0,0,5.0,2,4.0
SKU-0006,2025-12-07,4,5.0,3,0,2,5.0,2,2.0
SKU-0006,2025-12-21,2,5.0,1,0,1,5.0,2,1.0
SKU-0007,2025-01-12,6,5.0,2,0,0,5.0,2,5.0
SKU-0007,2025-01-26,5,5.0,2,0,0,5.0,2,1.0
SKU-0007,2025-02-09,1,5.0,1,0,0,5.0,2,5.0
SKU-0007,2025-02-23,5,5.0,2,0,0,5.0,2,1.0
SKU-0007,2025-03-09,1,5.0,1,0,0,5.0,2,5.0
SKU-0007,2025-03-23,5,5.0,3,0,0,5.0,2,5.0
SKU-0007,2025-04-06,5,5.0,2,0,0,5.0,2,3.0
SKU-0007,2025-04-20,3,5.0,1,0,0,5.0,2,7.0
SKU-0007,2025-05-04,7,5.0,4,0,1,5.0,2,3.0
SKU-0007,2025-05-18,3,5.0,2,0,1,5.0,2,0.0
SKU-0007,2025-06-01,0,0.0,0,0,0,5.0,2,2.0
SKU-0007,2025-06-15,2,5.0,1,0,1,5.0,2,3.0
SKU-0007,2025-06-29,3,5.0,1,0,0,5.0,2,4.0
SKU-0007,2025-07-13,4,5.0,2,0,0,5.0,2,4.0
SKU-0007,2025-07-27,4,5.0,2,0,1,5.0,2,2.0
SKU-0007,2025-08-10,2,5.0,1,0,0,5.0,2,4.0
SKU-0007,2025-08-24,4,5.0,3,0,1,5.0,2,3.0
SKU-0007,2025-09-07,3,5.0,2,0,0,5.0,2,16.0
SKU-0007,2025-09-21,16,5.0,5,0,1,5.0,2,9.0
SKU-0007,2025-10-05,9,5.0,2,0,0,5.0,2,0.0
SKU-0007,2025-10-19,0,0.0,0,0,0,5.0,2,1.0
SKU-0007,2025-11-02,1,5.0,1,0,0,5.0,2,10.0
SKU-0007,2025-11-16,10,5.0,5,0,2,5.0,2,0.0
SKU-0007,2025-11-30,0,0.0,0,0,0,5.0,2,3.0
SKU-0007,2025-12-14,3,5.0,1,0,0,5.0,2,9.0
SKU-0007,2025-12-28,9,5.0,3,0,1,5.0,2,3.0
SKU-0008,2025-01-12,2,5.5,1,0,0,5.5,2,5.0
SKU-0008,2025-01-26,5,5.5,3,0,2,5.5,2,4.0
SKU-0008,2025-02-09,4,5.5,2,0,1,5.5,2,4.0
SKU-0008,2025-02-23,4,5.5,2,0,0,5.5,2,9.0
SKU-0008,2025-03-09,9,5.5,4,0,0,5.5,2,12.0
SKU-0008,2025-03-23,12,5.5,4,0,0,5.5,2,0.0
SKU-0008,2025-04-06,0,0.0,0,0,0,5.5,2,7.0
SKU-0008,2025-04-20,7,5.5,2,1,0,5.5,2,4.0
SKU-0008,2025-05-04,4,5.5,3,0,1,5.5,2,10.0
SKU-0008,2025-05-18,10,5.5,5,0,0,5.5,2,7.0
SKU-0008,2025-06-01,7,5.5,3,0,0,5.5,2,4.0
SKU-0008,2025-06-15,4,5.5,4,0,0,5.5,2,7.0
SKU-0008,2025-06-29,7,5.5,3,1,0,5.5,2,1.0
SKU-0008,2025-07-13,1,5.5,1,0,0,5.5,2,3.0
SKU-0008,2025-07-27,3,5.5,3,0,2,5.5,2,2.0
SKU-0008,2025-08-10,2,5.5,2,0,1,5.5,2,4.0
SKU-0008,2025-08-24,4,5.5,2,0,0,5.5,2,4.0
SKU-0008,2025-09-07,4,5.5,2,1,1,5.5,2,0.0
SKU-0008,2025-09-21,0,0.0,0,0,0,5.5,2,5.0
SKU-0008,2025-10-05,5,5.5,3,0,1,5.5,2,8.0
SKU-0008,2025-10-19,8,5.5,4,0,1,5.5,2,6.0
SKU-0008,2025-11-02,6,5.5,2,0,1,5.5,2,3.0
SKU-0008,2025-11-16,3,5.5,2,0,0,5.5,2,2.0
SKU-0008,2025-11-30,2,5.5,2,0,1,5.5,2,5.0
SKU-0008,2025-12-14,5,5.5,3,1,1,5.5,2,5.0
SKU-0009,2025-01-05,7,3.3,2,1,1,3.3,3,9.0
SKU-0009,2025-01-19,9,3.2999999999999994,3,0,1,3.3,3,14.0
SKU-0009,2025-02-02,14,3.3,8,0,2,3.3,3,5.0
SKU-0009,2025-02-16,5,3.2999999999999994,3,0,0,3.3,3,8.0
SKU-0009,2025-03-02,8,3.3,4,0,1,3.3,3,5.0
SKU-0009,2025-03-16,5,3.2999999999999994,3,0,1,3.3,3,3.0
SKU-0009,2025-03-30,3,3.3,2,0,1,3.3,3,5.0
SKU-0009,2025-04-13,5,3.2999999999999994,3,0,1,3.3,3,13.0
SKU-0009,2025-04-27,13,3.2999999999999994,6,1,0,3.3,3,8.0
SKU-0009,2025-05-11,8,3.2999999999999994,3,0,0,3.3,3,2.0
SKU-0009,2025-05-25,2,3.3,1,0,0,3.3,3,3.0
SKU-0009,2025-06-08,3,3.2999999999999994,3,0,2,3.3,3,6.0
SKU-0009,2025-06-22,6,3.2999999999999994,3,0,0,3.3,3,8.0
SKU-0009,2025-07-06,8,3.3600000000000003,5,0,1,3.3,3,12.0
SKU-0009,2025-07-20,12,3.4,6,0,1,3.3,3,11.0
SKU-0009,2025-08-03,11,3.4,4,0,1,3.3,3,4.0
SKU-0009,2025-08-17,4,3.4,3,0,0,3.3,3,10.0
SKU-0009,2025-08-31,10,3.4,5,0,1,3.3,3,6.0
SKU-0009,2025-09-14,6,3.4,4,0,1,3.3,3,7.0
SKU-0009,2025-09-28,7,3.4,3,0,1,3.3,3,23.0
SKU-0009,2025-10-12,23,3.4,9,0,1,3.3,3,12.0
SKU-0009,2025-10-26,12,3.4,6,0,0,3.3,3,9.0
SKU-0009,2025-11-09,9,3.4,4,0,0,3.3,3,4.0
SKU-0009,2025-11-23,4,3.4,1,0,0,3.3,3,1.0
SKU-0009,2025-12-07,1,3.4,1,0,0,3.3,3,13.0
SKU-0009,2025-12-21,13,3.4,4,1,1,3.3,3,5.0
SKU-0010,2025-01-26,2,22.0,1,0,0,22.0,1,0.0
SKU-0010,2025-02-09,0,0.0,0,0,0,22.0,1,0.0
SKU-0010,2025-02-23,0,0.0,0,0,0,22.0,1,1.0
SKU-0010,2025-03-09,1,22.0,1,0,0,22.0,1,0.0
SKU-0010,2025-03-23,0,0.0,0,0,0,22.0,1,1.0
SKU-0010,2025-04-06,1,22.0,1,0,1,22.0,1,2.0
SKU-0010,2025-04-20,2,22.0,1,0,0,22.0,1,0.0
SKU-0010,2025-05-04,0,0.0,0,0,0,22.0,1,0.0
SKU-0010,2025-05-18,0,0.0,0,0,0,22.0,1,3.0
SKU-0010,2025-06-01,3,22.0,2,0,0,22.0,1,2.0
SKU-0010,2025-06-15,2,22.0,1,0,0,22.0,1,5.0
SKU-0010,2025-06-29,5,22.0,2,1,0,22.0,1,0.0
SKU-0010,2025-07-13,0,0.0,0,0,0,22.0,1,4.0
SKU-0010,2025-07-27,4,22.0,2,1,1,22.0,1,3.0
SKU-0010,2025-08-10,3,22.0,1,0,0,22.0,1,0.0
SKU-0010,2025-08-24,0,0.0,0,0,0,22.0,1,2.0
SKU-0010,2025-09-07,2,22.0,1,0,0,22.0,1,5.0
SKU-0010,2025-09-21,5,22.0,1,0,0,22.0,1,0.0
SKU-0010,2025-10-05,0,0.0,0,0,0,22.0,1,0.0
SKU-0010,2025-10-19,0,0.0,0,0,0,22.0,1,0.0
SKU-0010,2025-11-02,0,0.0,0,0,0,22.0,1,2.0
SKU-0010,2025-11-16,2,22.0,1,0,0,22.0,1,3.0
SKU-0010,2025-11-30,3,22.0,2,0,0,22.0,1,0.0
SKU-0010,2025-12-14,0,0.0,0,0,0,22.0,1,5.0
SKU-0011,2025-01-05,2,18.0,1,0,0,18.0,1,9.0
SKU-0011,2025-01-19,9,18.0,3,0,1,18.0,1,0.0
SKU-0011,2025-02-02,0,0.0,0,0,0,18.0,1,0.0
SKU-0011,2025-02-16,0,0.0,0,0,0,18.0,1,2.0
SKU-0011,2025-03-02,2,18.0,1,0,0,18.0,1,9.0
SKU-0011,2025-03-16,9,18.0,3,0,1,18.0,1,0.0
SKU-0011,2025-03-30,0,0.0,0,0,0,18.0,1,8.0
SKU-0011,2025-04-13,8,18.0,3,0,0,18.0,1,0.0
SKU-0011,2025-04-27,0,0.0,0,0,0,18.0,1,0.0
SKU-0011,2025-05-11,0,0.0,0,0,0,18.0,1,1.0
SKU-0011,2025-05-25,1,18.0,1,0,0,18.0,1,0.0
SKU-0011,2025-06-08,0,0.0,0,0,0,18.0,1,2.0
SKU-0011,2025-06-22,2,18.0,2,0,1,18.0,1,0.0
SKU-0011,2025-07-06,0,0.0,0,0,0,18.0,1,1.0
SKU-0011,2025-07-20,1,18.0,1,0,0,18.0,1,3.0
SKU-0011,2025-08-03,3,18.0,1,0,0,18.0,1,0.0
SKU-0011,2025-08-17,0,0.0,0,0,0,18.0,1,2.0
SKU-0011,2025-08-31,2,18.0,1,0,0,18.0,1,1.0
SKU-0011,2025-09-14,1,18.0,1,0,0,18.0,1,0.0
SKU-0011,2025-09-28,0,0.0,0,0,0,18.0,1,3.0
SKU-0011,2025-10-12,3,18.0,1,0,1,18.0,1,6.0
SKU-0011,2025-10-26,6,18.0,4,0,0,18.0,1,1.0
SKU-0011,2025-11-09,1,18.0,1,0,1,18.0,1,3.0
SKU-0011,2025-11-23,3,18.0,1,0,0,18.0,1,0.0
SKU-0011,2025-12-07,0,0.0,0,0,0,18.0,1,6.0
SKU-0011,2025-12-21,6,18.0,3,0,0,18.0,1,2.0
SKU-0012,2025-02-09,1,18.0,1,0,0,18.0,1,0.0
SKU-0012,2025-02-23,0,0.0,0,0,0,18.0,1,0.0
SKU-0012,2025-03-09,0,0.0,0,0,0,18.0,1,0.0
SKU-0012,2025-03-23,0,0.0,0,0,0,18.0,1,1.0
SKU-0012,2025-04-06,1,18.0,1,0,1,18.0,1,0.0
SKU-0012,2025-04-20,0,0.0,0,0,0,18.0,1,0.0
SKU-0012,2025-05-04,0,0.0,0,0,0,18.0,1,0.0
SKU-0012,2025-05-18,0,0.0,0,0,0,18.0,1,0.0
SKU-0012,2025-06-01,0,0.0,0,0,0,18.0,1,0.0
SKU-0012,2025-06-15,0,0.0,0,0,0,18.0,1,0.0
SKU-0012,2025-06-29,0,0.0,0,0,0,18.0,1,2.0
SKU-0013,2025-01-05,2,7.0,1,1,1,7.0,2,12.0
SKU-0013,2025-01-19,12,7.0,5,0,1,7.0,2,8.0
SKU-0013,2025-02-02,8,7.0,3,0,0,7.0,2,8.0
SKU-0013,2025-02-16,8,7.0,2,0,0,7.0,2,2.0
SKU-0013,2025-03-02,2,7.0,2,0,0,7.0,2,7.0
SKU-0013,2025-03-16,7,7.0,4,0,1,7.0,2,8.0
SKU-0013,2025-03-30,8,7.0,4,0,0,7.0,2,2.0
SKU-0013,2025-04-13,2,7.0,1,0,0,7.0,2,5.0
SKU-0013,2025-04-27,5,7.0,4,0,1,7.0,2,8.0
SKU-0013,2025-05-11,8,7.0,3,0,0,7.0,2,4.0
SKU-0013,2025-05-25,4,7.0,1,0,0,7.0,2,0.0
SKU-0013,2025-06-08,0,0.0,0,0,0,7.0,2,5.0
SKU-0013,2025-06-22,5,7.0,2,0,1,7.0,2,3.0
SKU-0013,2025-07-06,3,7.0,3,1,0,7.0,2,15.0
SKU-0013,2025-07-20,15,7.0,5,0,1,7.0,2,3.0
SKU-0013,2025-08-03,3,7.0,2,0,1,7.0,2,9.0
SKU-0013,2025-08-17,9,7.0,4,0,0,7.0,2,7.0
SKU-0013,2025-08-31,7,7.0,3,1,1,7.0,2,5.0
SKU-0013,2025-09-14,5,7.0,4,0,1,7.0,2,6.0
SKU-0013,2025-09-28,6,7.0,2,0,0,7.0,2,3.0
SKU-0013,2025-10-12,3,7.0,1,0,0,7.0,2,3.0
SKU-0013,2025-10-26,3,7.0,1,0,0,7.0,2,1.0
SKU-0013,2025-11-09,1,7.0,1,0,0,7.0,2,2.0
SKU-0013,2025-11-23,2,7.0,2,0,1,7.0,2,1.0
SKU-0013,2025-12-07,1,7.0,1,0,0,7.0,2,8.0
SKU-0013,2025-12-21,8,7.0,4,0,1,7.0,2,4.0
SKU-0014,2025-07-06,3,29.0,1,0,1,29.0,1,0.0
SKU-0014,2025-07-20,0,0.0,0,0,0,29.0,1,1.0
SKU-0014,2025-08-03,1,29.0,1,0,1,29.0,1,0.0
SKU-0014,2025-08-17,0,0.0,0,0,0,29.0,1,0.0
SKU-0014,2025-08-31,0,0.0,0,0,0,29.0,1,0.0
SKU-0014,2025-09-14,0,0.0,0,0,0,29.0,1,0.0
SKU-0014,2025-09-28,0,0.0,0,0,0,29.0,1,4.0
SKU-0015,2025-01-05,2,4.0,2,0,1,4.0,2,6.0
SKU-0015,2025-01-19,6,4.0,2,0,0,4.0,2,0.0
SKU-0015,2025-02-02,0,0.0,0,0,0,4.0,2,9.0
SKU-0015,2025-02-16,9,4.0,5,0,0,4.0,2,1.0
SKU-0015,2025-03-02,1,4.0,1,0,1,4.0,2,4.0
SKU-0015,2025-03-16,4,4.0,2,0,0,4.0,2,7.0
SKU-0015,2025-03-30,7,4.0,3,0,1,4.0,2,14.0
SKU-0015,2025-04-13,14,4.0,5,0,1,4.0,2,2.0
SKU-0015,2025-04-27,2,4.0,1,0,0,4.0,2,5.0
SKU-0015,2025-05-11,5,4.0,3,0,2,4.0,2,8.0
SKU-0015,2025-05-25,8,4.0,3,0,0,4.0,2,3.0
SKU-0015,2025-06-08,3,4.0,2,1,0,4.0,2,6.0
SKU-0015,2025-06-22,6,4.0,3,0,0,4.0,2,15.0
SKU-0015,2025-07-06,15,4.0,4,0,0,4.0,2,1.0
SKU-0015,2025-07-20,1,4.0,1,0,0,4.0,2,0.0
SKU-0015,2025-08-03,0,0.0,0,0,0,4.0,2,3.0
SKU-0015,2025-08-17,3,4.0,2,0,1,4.0,2,1.0
SKU-0015,2025-08-31,1,4.0,1,0,0,4.0,2,9.0
SKU-0015,2025-09-14,9,4.0,3,0,0,4.0,2,3.0
SKU-0015,2025-09-28,3,4.0,1,0,0,4.0,2,4.0
SKU-0015,2025-10-12,4,4.0,2,0,1,4.0,2,1.0
SKU-0015,2025-10-26,1,4.0,1,0,0,4.0,2,1.0
SKU-0015,2025-11-09,1,4.0,1,0,0,4.0,2,0.0
SKU-0015,2025-11-23,0,0.0,0,0,0,4.0,2,5.0
SKU-0015,2025-12-07,5,4.0,2,0,0,4.0,2,9.0
SKU-0015,2025-12-21,9,4.0,4,0,0,4.0,2,3.0
SKU-0016,2025-01-12,3,5.05,2,0,0,3.2,1,7.0
SKU-0016,2025-01-26,7,5.1,4,0,0,3.2,1,0.0
SKU-0016,2025-02-09,0,0.0,0,0,0,3.2,1,5.0
SKU-0016,2025-02-23,5,5.1,2,0,0,3.2,1,3.0
SKU-0016,2025-03-09,3,5.1,1,0,0,3.2,1,4.0
SKU-0016,2025-03-23,4,5.15,2,0,2,3.2,1,11.0
SKU-0016,2025-04-06,11,5.125,4,0,2,3.2,1,0.0
SKU-0016,2025-04-20,0,0.0,0,0,0,3.2,1,0.0
SKU-0016,2025-05-04,0,0.0,0,0,0,3.2,1,2.0
SKU-0016,2025-05-18,2,5.15,2,0,1,3.2,1,0.0
SKU-0016,2025-06-01,0,0.0,0,0,0,3.2,1,9.0
SKU-0016,2025-06-15,9,5.1,4,0,1,3.2,1,5.0
SKU-0016,2025-06-29,5,5.2,1,0,0,3.2,1,3.0
SKU-0016,2025-07-13,3,5.1,2,0,1,3.2,1,5.0
SKU-0016,2025-07-27,5,5.1,2,0,0,3.2,1,2.0
SKU-0016,2025-08-10,2,5.1,1,0,1,3.2,1,0.0
SKU-0016,2025-08-24,0,0.0,0,0,0,3.2,1,1.0
SKU-0016,2025-09-07,1,5.1,1,0,0,3.2,1,0.0
SKU-0016,2025-09-21,0,0.0,0,0,0,3.2,1,1.0
SKU-0016,2025-10-05,1,5.1,1,0,0,3.2,1,0.0
SKU-0016,2025-10-19,0,0.0,0,0,0,3.2,1,3.0
SKU-0016,2025-11-02,3,5.1,2,1,1,3.2,1,8.0
SKU-0016,2025-11-16,8,5.074999999999999,4,0,1,3.2,1,2.0
SKU-0016,2025-11-30,2,5.1,1,0,0,3.2,1,0.0
SKU-0016,2025-12-14,0,0.0,0,0,0,3.2,1,10.0
SKU-0016,2025-12-28,10,5.083333333333333,6,0,1,3.2,1,6.0
